,IsCanceled
67283,0
76674,0
78427,0
78201,0
39800,1
32950,1
40011,0
17440,0
47355,0
46529,0
67558,0
57664,0
20249,1
43232,0
77470,0
41085,0
27214,1
44713,0
55250,0
51553,0
66195,0
55570,0
61121,0
26877,1
54753,0
75050,0
58404,0
73027,0
32515,1
48530,0
60590,0
75582,0
36591,0
2429,0
66891,0
77509,0
51680,0
37263,1
58661,0
17443,1
63528,0
57745,0
13372,1
52192,0
65168,0
4461,0
18884,1
64309,0
65633,0
68210,0
20653,1
50156,0
76107,0
23180,1
65793,0
11547,0
42473,0
42079,1
63727,0
78241,0
46856,0
23539,1
55837,0
28349,1
77279,0
15356,1
5047,0
53883,0
36602,0
714,1
48204,0
5374,0
27091,1
1755,0
38336,0
32563,1
48210,0
69259,0
74048,0
5441,1
10045,1
69761,0
62456,0
40364,1
62917,0
61915,0
54449,0
7691,1
39214,0
64145,0
39353,1
30640,1
25193,1
29858,1
64250,0
36915,0
8683,0
37993,0
52646,0
23153,1
66728,0
23173,1
20564,1
4314,0
74928,0
29084,1
32034,1
42871,1
12406,1
52335,0
65756,0
22641,1
74906,0
60406,0
10983,1
37764,0
50274,0
70515,0
25937,1
9238,1
19562,1
40735,0
75644,0
17155,1
73997,0
66050,0
56512,0
61645,0
60659,0
13214,1
30786,1
11850,0
28686,1
32888,1
68907,0
10977,1
37385,0
29399,1
8779,1
63584,0
66826,0
6413,1
19950,1
47905,0
60902,0
42631,0
31383,1
1878,1
16257,0
8267,0
1967,0
19086,1
14595,1
56710,0
44015,0
41776,1
61361,0
20856,1
54834,0
53724,0
74480,0
72768,0
11760,1
31653,1
26720,1
70784,0
31724,1
60858,0
5620,0
30445,1
39704,0
16830,1
32583,1
19133,1
15468,1
42409,0
25398,1
65028,0
64554,0
32799,1
23283,1
71293,0
75946,0
16698,1
3013,0
31102,1
29008,1
39123,0
66440,0
41325,0
29139,1
31462,1
76399,0
29851,1
47918,0
46586,0
20787,1
18625,1
54998,0
269,1
60812,0
51247,0
57736,0
19716,1
26147,1
64303,0
4160,0
78051,0
8334,1
1495,0
23234,1
15174,1
49280,0
48869,0
8761,1
36958,0
15474,1
56372,0
64348,0
74811,0
10454,0
63809,0
6995,1
57999,0
72032,0
31514,1
60179,0
64739,0
78781,0
59345,0
2629,0
73926,0
61499,0
26153,1
44766,0
1341,1
50757,0
74560,0
68759,0
13928,1
55747,0
42635,0
4006,1
28909,1
31476,1
11588,1
42054,0
15902,1
46658,0
7802,0
39570,0
33163,1
11700,1
14675,1
59758,0
75839,0
44062,0
50165,0
44067,0
27434,1
21542,1
18860,1
58335,0
72812,0
71048,0
58016,0
51271,0
9368,1
41165,0
75589,0
18533,1
67544,0
6290,0
69030,0
18086,1
64444,0
38272,0
20287,1
29701,1
49911,0
28622,1
25692,1
26529,1
50057,0
68853,0
26385,1
41499,1
43079,0
41659,1
61261,0
48064,0
47609,0
54918,0
11820,0
47983,0
41560,1
7971,0
41958,1
69038,0
11232,1
11431,1
61148,0
15799,1
67270,0
78273,0
72683,0
67712,0
60267,0
70917,0
54881,0
21723,1
37949,0
9512,1
78313,0
21082,1
26947,1
55307,0
18042,1
53912,0
56864,0
17761,1
10734,1
32936,1
5064,0
70869,0
42802,1
60484,0
75418,0
67464,0
54490,0
45678,0
19634,1
56810,0
72987,0
19670,1
6919,0
52377,0
1821,1
29406,1
45708,0
18422,1
45772,0
60398,0
44708,0
9680,1
67241,0
1109,0
73925,0
22363,1
31092,1
38499,0
25936,1
36193,1
31194,1
46118,0
4595,0
53863,0
12646,1
66067,0
70305,0
23932,1
15321,1
56064,0
19863,1
58536,0
29931,1
68477,0
10883,1
4763,0
65315,0
29365,1
8166,1
63385,0
42249,1
21056,1
41161,0
9136,1
59138,0
21736,1
76834,0
66397,0
70096,0
38378,1
51838,0
4995,1
73625,0
13278,1
770,0
1093,0
6068,0
19130,1
78416,0
68988,0
71043,0
53824,0
31165,1
16979,1
26200,1
25568,1
15293,1
31961,1
13200,1
23861,1
65181,0
51198,0
30240,1
57015,0
66794,0
8748,1
21545,1
18897,1
34702,0
26859,1
57972,0
71967,0
21066,1
48940,0
14119,1
3084,0
3048,0
10970,0
49116,0
12793,1
7782,1
15598,1
10475,1
78110,0
21793,1
8240,1
14018,1
75102,0
16327,1
60522,0
118,0
29889,1
36703,1
52371,0
52325,0
69867,0
41148,0
45098,0
67082,0
1927,1
57222,0
66245,0
24639,1
50797,0
28299,1
45117,0
59062,0
41999,0
68540,0
44823,0
21917,1
49726,0
1377,0
76512,0
52659,0
24252,1
21609,1
8111,1
33277,1
25539,1
52338,0
24910,1
31259,1
27837,1
74083,0
66764,0
72053,0
6557,1
65980,0
20740,1
58501,0
77447,0
67524,0
37115,0
77816,0
29043,1
53453,0
8948,1
49783,0
71782,0
51722,0
61952,0
71709,0
63757,0
55579,0
19918,1
22922,1
43782,0
59162,0
43246,0
59960,0
50532,0
60891,0
25680,1
1452,0
57749,0
51232,0
78354,0
40276,1
12890,1
40036,1
70674,0
32744,1
61523,0
65113,0
52942,0
56993,0
44790,0
50217,0
70622,0
45260,0
2487,1
40905,0
20212,1
48396,0
67612,0
10166,1
78611,0
38151,0
11758,1
17620,1
30081,1
12894,1
74590,0
78232,0
26037,1
62372,0
76010,0
66883,0
48880,0
71904,0
33022,1
9715,1
19637,1
44011,0
36659,0
65313,0
22967,1
18697,1
68752,0
61861,0
19850,1
1666,1
64914,0
4358,1
75473,0
28430,1
9024,1
32418,1
980,0
55364,0
67595,0
6563,1
5541,1
53962,0
46665,0
58682,0
78651,0
45033,0
76822,0
41693,1
41928,1
33161,1
16890,1
56066,0
65839,0
52363,0
31037,1
25262,1
24203,1
39137,0
37843,1
25909,1
63782,0
48454,0
62046,0
78377,0
65075,0
37753,0
30031,1
61100,0
27624,1
30373,1
45754,0
39226,0
48857,0
53891,0
28814,1
68269,0
19108,1
56522,0
47314,0
76459,0
76205,0
61643,0
2818,0
77415,0
64936,0
61193,0
72931,0
31158,1
22783,1
15273,0
17708,1
32002,1
3662,0
57484,0
23009,1
4573,0
64791,0
59255,0
60574,0
10990,0
57459,0
1236,1
61014,0
13580,1
2409,0
13671,1
4527,0
51017,0
68168,0
13739,1
61735,0
67340,0
69021,0
13662,1
10928,1
19028,1
70224,0
54437,0
31131,1
41815,1
38483,0
19639,1
44442,0
74955,0
40954,1
13435,1
59037,0
71564,0
21718,1
10821,1
14365,1
70855,0
33362,1
68597,0
19253,1
18492,1
25324,1
60984,0
61064,0
46082,0
33346,1
47248,0
46566,0
71817,0
5199,0
2427,1
67694,0
8484,1
49807,0
15180,1
76751,0
41583,0
75687,0
10463,0
20201,1
65541,0
65776,0
56104,0
37324,1
28499,1
44811,0
68933,0
10563,1
23910,1
46448,0
45275,0
18117,1
24306,1
12331,0
11620,1
44694,0
32099,1
10996,1
25505,1
12022,1
25104,1
75165,0
57348,0
25232,1
48118,0
42763,1
73943,0
60407,0
52826,0
58440,0
63619,0
37533,0
32158,1
62133,0
14926,1
52429,0
74744,0
72400,0
2195,0
26160,1
61157,0
58339,0
61605,0
49674,0
52121,0
62881,0
7822,0
68360,0
23967,1
4954,1
15484,1
75137,0
20057,1
63544,0
53147,0
76994,0
3485,1
74148,0
54651,0
4796,0
66715,0
33021,1
55996,0
73302,0
76227,0
15480,1
39248,0
57618,0
23314,1
15066,0
31303,1
72495,0
69338,0
5672,1
16417,1
49959,0
70886,0
65579,0
72039,0
69462,0
70932,0
26058,1
4984,0
62103,0
24089,1
11340,1
44028,0
10214,1
57861,0
47289,0
12454,1
2843,0
10171,1
7992,0
75696,0
64433,0
60876,0
63428,0
22955,1
75645,0
23394,1
616,0
7146,0
61222,0
7155,1
14020,1
1916,0
12391,1
54951,0
14557,1
15638,1
72906,0
21279,1
9524,1
33339,1
49453,0
6052,0
47213,0
47676,0
19117,1
67710,0
65214,0
66557,0
43760,0
56650,0
39505,0
12134,1
8135,1
55482,0
15275,1
3945,0
76267,0
53361,0
28746,1
59283,0
6672,0
19598,1
15217,1
16942,1
68046,0
28858,1
26558,1
42617,0
63258,0
15055,1
75148,0
49467,0
52849,0
48597,0
66611,0
16397,1
47214,0
76016,0
32958,1
5852,0
14382,1
17934,1
62550,0
63442,0
64064,0
14319,1
36584,0
19889,1
49495,0
41737,1
29650,1
15745,1
29236,1
12859,1
9710,1
71995,0
29415,1
13576,1
4179,0
31146,1
42509,0
28493,1
58622,0
17273,1
74405,0
2217,0
45172,0
11184,1
15131,1
57914,0
75388,0
22149,1
48886,0
19448,1
40773,0
70044,0
25906,1
5364,0
12173,1
41461,0
48006,0
69808,0
72816,0
13474,1
15070,1
51632,1
53971,0
46634,0
37307,1
61910,0
69108,0
66986,0
6431,0
8573,1
14625,1
40757,0
70913,0
25151,1
73120,0
61092,0
17586,1
662,0
24097,1
70871,0
56163,0
50772,0
59685,0
44839,0
71203,0
20833,1
30185,1
13617,1
65012,0
18690,1
73438,0
45629,0
23545,1
56546,0
10557,0
32935,1
17924,1
58696,0
44565,0
14598,1
33199,1
14485,1
69513,0
40946,1
65878,0
39181,1
37660,0
16799,1
47245,0
18443,1
57405,0
60311,0
55348,0
41700,1
27330,1
12753,1
38299,0
62949,0
39591,0
28556,1
38995,0
41582,0
72131,0
10216,1
18524,1
69348,0
33350,1
11029,1
1597,0
13501,1
25219,1
6272,1
73506,0
36764,0
47414,0
4168,0
69574,0
54937,0
44908,0
17001,1
49965,0
58182,0
37693,0
49364,0
31532,1
30780,1
31424,1
51430,0
40466,0
17543,1
77127,0
8129,1
28438,1
48693,0
77085,0
25124,1
78403,0
1310,1
21952,1
45047,0
66627,0
78222,0
8946,1
76662,0
78014,0
10729,1
18405,1
11572,1
21177,1
55203,0
30759,1
28318,1
38074,0
59699,0
58396,0
62797,0
21818,1
59697,0
57288,0
63794,0
36623,0
5422,1
41159,0
73114,0
12283,1
76789,0
71721,0
49524,0
29574,1
21218,1
18781,1
703,0
11268,1
61644,0
56355,0
9454,1
1381,1
55721,0
2809,1
46090,0
4983,0
59104,0
70232,0
16083,1
46320,0
59175,0
77102,0
21270,1
40573,1
32686,1
1541,0
17420,1
44699,0
20305,1
76361,0
13050,1
2028,0
48378,0
43602,0
12789,1
58982,0
25841,1
1726,0
8107,1
17848,1
20652,1
40489,1
67913,0
68732,0
19138,1
13961,1
27753,1
16946,1
10743,1
63881,0
10046,0
47199,0
72852,0
65383,0
57490,0
76519,0
29262,1
29715,1
7239,1
30254,1
60504,0
18787,1
31113,1
227,1
32066,1
77641,0
74516,0
29496,1
27525,1
20424,1
26184,1
38545,1
51479,0
16163,1
38745,0
40075,0
58999,0
1211,1
66236,0
39692,0
73636,0
72771,0
75807,0
26836,1
71352,0
26801,1
37505,0
65905,0
66401,0
62004,0
62941,0
66626,0
61702,0
23097,1
19564,1
74652,0
18195,1
65300,0
65543,0
29977,1
59259,0
66795,0
52840,0
24423,1
28008,1
6890,1
30620,1
39200,1
11159,1
61733,0
47258,0
3812,1
47809,0
9169,1
3287,1
43218,0
50927,0
32836,1
62854,0
78747,0
45468,0
59939,0
49957,0
41261,0
42843,1
62939,0
72623,0
70205,0
30230,1
25198,1
73898,0
55173,0
29228,1
49131,0
5015,0
46074,0
26825,1
39639,0
67267,0
71803,0
14182,1
20532,1
5802,0
52984,0
455,1
39799,1
38127,0
12217,1
11693,1
37924,1
32467,1
43439,0
33641,1
64068,0
52117,0
56445,0
14788,1
16272,1
65301,0
51200,0
30621,1
79015,0
56259,0
74178,0
5083,0
51752,0
78223,0
53234,0
40705,1
9953,1
52992,0
54416,0
55071,0
51357,0
30873,1
58340,0
76352,0
40505,0
39595,0
58720,0
63496,0
3562,0
7533,1
78229,0
21141,1
45942,0
24999,1
7701,1
32050,1
26661,1
55399,0
57635,0
24242,1
7143,1
66456,0
52861,0
17678,1
72502,0
39268,0
7831,1
48099,0
4734,0
995,0
814,1
67332,0
74164,0
18182,1
12033,1
7927,0
18698,1
424,0
57371,0
68367,0
17547,1
11237,0
7747,1
10437,1
39625,0
61279,0
62974,0
33453,1
21349,1
25125,1
11939,1
45463,0
54472,0
65560,0
41919,1
935,0
56369,0
46474,0
11863,0
45297,0
36732,0
67530,0
69693,0
25569,1
38294,0
41310,0
77899,0
61262,0
32668,1
65626,0
78686,0
826,0
60388,0
75363,0
74469,0
54566,0
60533,0
41648,1
67228,0
70226,0
75441,0
42789,1
64691,0
68749,0
60199,0
25180,1
64777,0
72747,0
23266,1
50557,0
6020,1
5991,1
62170,0
4974,0
42970,0
38428,0
29634,1
6618,0
18328,1
77911,0
27169,1
48542,0
60121,0
20805,1
52438,0
48097,0
67374,0
28552,1
378,1
76393,0
10116,1
54043,0
43717,0
68420,0
16239,1
76629,0
67439,0
58209,0
46185,0
58795,0
73660,0
5278,0
13666,1
30138,1
54531,0
6579,0
64188,0
27022,1
63018,0
8565,1
39205,1
57813,0
11419,1
3918,1
52414,0
46227,0
28899,1
22643,1
18939,1
56720,0
77011,0
69723,0
14800,1
24149,1
20418,1
1807,0
34658,0
39211,0
49547,0
14815,1
44246,0
75817,0
11181,0
45333,0
15344,1
65824,0
37859,0
26716,1
38283,0
23409,1
48742,0
50298,0
71314,0
10318,1
16650,1
53916,0
31348,1
29028,1
54974,0
22295,1
12237,1
2741,1
2739,1
73971,0
19545,1
59000,0
25226,1
41281,0
74264,0
60748,0
27575,1
73759,0
72637,0
27671,1
6,0
9141,1
13839,1
67926,0
31990,1
72530,0
50470,0
53743,0
27524,1
48552,0
32197,1
9937,1
46830,0
9713,1
45779,0
54101,0
51433,0
61180,0
9009,1
64560,0
71235,0
72482,0
23526,1
14907,1
10949,1
15901,1
57202,0
5262,0
14126,1
15297,1
65533,0
17441,0
20248,1
77174,0
32212,1
50401,0
18687,1
61398,0
51850,0
66788,0
8957,0
30979,1
26718,1
56919,0
65245,0
74831,0
39149,0
66603,0
75809,0
25241,1
51326,0
73225,0
63169,0
76255,0
62186,0
65998,0
57878,0
11761,1
28691,1
23536,1
66977,0
21737,1
77032,0
14228,1
24792,1
31441,1
78738,0
55279,0
17109,1
33289,1
75709,0
62081,0
9076,1
43883,0
19754,1
45873,0
51518,0
19522,1
67149,0
58771,0
73710,0
58493,0
39281,0
75887,0
31423,1
16117,1
58139,0
17659,1
75256,0
21822,1
8251,0
15050,1
15742,1
59447,0
64557,0
57912,0
42096,1
13141,1
7179,1
19525,1
47590,0
59401,0
39454,0
2455,0
71734,0
16465,1
25317,1
19881,1
32084,1
75425,0
27860,1
44924,0
33098,1
1071,0
37653,0
27585,1
12844,1
25132,1
25954,1
42294,1
19423,1
52045,0
28446,1
13342,1
40528,0
31968,1
67142,0
27714,1
27171,1
69015,0
19278,1
9366,1
3700,0
3466,1
56569,0
13066,1
48159,0
19698,1
29967,1
21109,1
37377,1
67041,0
7261,1
1569,0
63207,0
70408,0
10236,1
44424,0
9789,1
51870,0
49622,0
29209,1
43748,0
52245,0
46937,0
4505,0
33133,1
59068,0
53938,0
36594,0
23209,1
57844,0
47350,0
52697,0
78088,0
29811,1
32421,1
71591,0
47062,0
14686,1
25727,1
41380,0
36663,0
1951,0
12532,1
6445,1
69676,0
51152,0
73844,0
474,0
55292,0
11819,0
13364,1
39713,1
17833,1
66955,0
29982,1
41315,1
43385,0
76633,0
29831,1
43572,0
38204,1
16687,1
40432,1
32805,1
535,0
44179,0
71895,0
78085,0
8792,0
67287,0
75889,0
64882,0
59214,0
51742,0
15080,1
19945,1
8647,1
62591,0
1512,0
69889,0
43673,0
71919,0
48779,0
72314,0
43115,0
71861,0
24491,1
7529,1
25446,1
21138,1
46304,0
58417,0
54657,0
70684,0
62886,0
29178,1
3058,0
30694,1
56691,0
26563,1
36067,1
9583,1
58903,0
49757,0
61580,0
45017,0
68016,0
53729,0
57591,0
70955,0
18416,1
55728,0
39446,0
11755,1
20119,1
77323,0
57606,0
18967,1
12106,1
78643,0
32545,1
47099,0
16984,1
75368,0
19280,1
21391,1
77612,0
63062,0
47938,0
16037,1
79177,0
49374,0
648,0
64715,0
43820,0
7909,1
11625,1
66380,0
45227,0
11364,1
52136,0
52594,0
54533,0
51132,0
77171,0
20981,1
30395,1
78034,0
57648,0
58767,0
38349,0
47780,0
8831,0
11368,1
28235,1
18250,1
59276,0
23883,1
47201,0
65840,0
4263,1
3110,0
41813,1
26596,1
61532,0
53709,0
26261,1
564,1
17661,1
38497,0
2928,0
12,0
22690,1
6513,0
12946,1
25683,1
57927,0
18067,1
72457,0
45132,0
8373,1
66548,0
69273,0
64378,0
55770,0
66487,0
22200,1
32574,1
73792,0
61055,0
12820,1
3370,1
57876,0
38289,1
57553,0
47159,0
37524,0
10770,1
33227,1
48280,0
72818,0
9883,1
44236,0
49014,0
25676,1
39351,1
73672,0
38070,0
420,1
2031,0
68159,0
16304,1
7530,1
8760,1
40168,0
15187,1
15422,1
52028,0
29317,1
9181,1
16571,1
26062,1
13526,1
13863,1
8850,1
72692,0
68576,0
18310,1
46248,0
4674,1
17235,0
54986,0
67339,0
2157,0
78759,0
12919,1
75896,0
10444,1
45959,0
7010,1
31271,1
5369,0
42468,0
8991,1
62477,0
78608,0
63459,0
31688,1
41013,0
43173,0
73276,0
62844,0
71454,0
38930,0
3365,0
41610,1
16746,0
56244,0
32385,1
67474,0
72689,0
13744,1
56927,0
15133,1
40182,0
37967,0
49379,0
42702,1
43228,0
70582,0
21840,1
46219,0
71941,0
43551,0
7518,1
2160,0
37905,0
73730,0
66127,0
74401,0
31785,1
39061,0
16828,1
39579,0
7319,0
11718,0
51709,0
18245,1
77357,0
31178,1
40336,1
56860,0
501,0
20368,1
18099,1
9812,0
18045,1
10063,1
5835,1
40781,1
26222,1
51827,0
28963,1
42817,1
54118,0
19659,1
12151,1
46712,0
65752,0
40607,0
61713,0
42921,0
33509,1
6959,1
21248,1
24926,1
18018,1
61611,0
69874,0
27443,1
52796,0
47543,0
66549,0
3710,0
74322,0
13465,1
53858,0
9224,0
40202,0
68288,0
14515,1
78065,0
76555,0
23048,1
60848,0
1520,1
1530,0
26086,1
61666,0
12926,1
53383,0
48364,0
51815,0
39457,0
54166,0
25537,1
49114,0
30639,1
6556,1
33156,1
52243,0
38766,1
51631,0
56832,0
5336,0
26513,1
48897,0
55812,0
78431,0
79035,0
23724,1
43242,0
71696,0
56001,0
28301,1
32697,1
17780,1
64268,0
15402,1
75172,0
47841,0
31258,1
56815,0
16829,1
57282,0
71136,0
65331,0
64685,0
8265,0
38551,0
22478,1
44135,0
50054,0
3731,1
10705,1
39756,0
8365,1
70483,0
17100,1
27739,1
17395,1
74788,0
67866,0
25708,1
47475,0
30206,1
25312,1
6475,0
16322,1
49657,0
888,0
30605,1
27064,1
20846,1
19507,1
20486,1
46697,0
64461,0
43125,0
32110,1
77157,0
12498,1
21239,1
69628,0
67215,0
47467,0
1521,0
47453,0
56776,0
61833,0
56378,0
22789,1
66893,0
29469,1
75325,0
51985,0
15954,1
72960,0
5516,0
45089,0
11291,1
73032,0
59540,0
51238,0
62482,0
14875,1
5389,0
33196,1
33248,1
44465,0
3036,0
864,0
22977,1
23809,1
73468,0
70083,0
77272,0
8885,1
48916,0
23020,1
5342,0
77793,0
20392,1
12875,1
41995,0
29656,1
26587,1
5067,1
21336,1
24633,1
50503,0
52009,0
61531,0
55557,0
2399,0
69375,0
65564,0
33209,1
36798,1
50938,0
25186,1
39360,1
64321,0
37625,1
33195,1
30843,1
11724,1
68665,0
10556,0
61907,0
61566,0
32461,1
30510,1
45944,0
75431,0
74227,0
24869,1
77396,0
22708,1
76208,0
29451,1
61084,0
18703,1
58414,0
43764,0
33308,1
63416,0
57551,0
57832,0
51156,0
25163,1
12086,1
64996,0
9072,1
65774,0
59676,0
65165,0
11920,1
22354,1
70864,0
58405,0
16598,1
37895,1
2178,0
26670,1
30993,1
68120,0
18458,1
15529,1
58402,0
76755,0
47725,0
51284,0
22721,1
54058,0
77987,0
10708,1
68517,0
28484,1
76326,0
42574,0
20965,1
4875,1
24384,1
38741,0
69729,0
52195,0
73316,0
64187,0
74214,0
37254,0
3719,0
66159,0
3037,0
46238,0
2890,0
45235,0
53435,0
15448,1
12667,1
47016,0
17154,1
68884,0
60725,0
41011,1
31868,1
68893,0
20268,1
10474,1
22015,1
33320,1
25762,1
25359,1
65645,0
28042,1
19630,1
57514,0
53496,0
984,1
72338,0
15971,1
69043,0
77443,0
13247,1
77001,0
5249,0
18173,1
67546,0
30523,1
12834,1
58303,0
11174,1
53566,0
72938,0
15991,1
22718,1
9078,1
4016,0
8203,1
28466,1
19750,1
59504,0
54714,0
45625,0
33430,1
7268,1
5588,0
36571,0
55081,0
63072,0
4370,1
46270,0
26051,1
70919,0
25603,1
44187,0
33359,1
67812,0
54145,0
26963,1
62495,0
65337,0
22712,1
19296,1
12240,1
29679,1
32401,1
55553,0
30869,1
78082,0
61732,0
19471,1
38111,0
77191,0
50816,0
74427,0
29456,1
1105,0
8066,1
78415,0
38350,0
78452,0
4126,0
20343,1
69597,0
75087,0
6183,1
54353,0
21362,1
67206,0
79310,0
7401,1
18701,1
75922,0
57132,0
8394,0
8786,0
45722,0
1714,0
55451,0
11464,1
18316,1
21337,1
24428,1
73474,0
61719,0
8347,1
31308,1
16271,1
71991,0
71706,0
30182,1
69452,0
68645,0
45964,0
7651,1
15801,1
2177,0
68118,0
41029,0
52709,0
48608,0
11226,0
74370,0
209,1
75674,0
55988,0
23825,1
16433,1
14979,1
51739,0
17574,1
78620,0
29238,1
75024,0
70129,0
25252,1
48570,0
78478,0
69427,0
53941,0
68811,0
31609,1
41623,0
23167,1
3749,0
42283,1
3444,1
17275,1
25161,1
57907,0
43985,0
68464,0
64295,0
45340,0
64498,0
53717,0
40692,1
79262,0
22529,1
16183,1
41082,0
11942,1
64748,0
75512,0
38569,1
58600,0
55631,0
21181,1
22817,1
41484,1
52968,0
60420,0
70563,0
8264,0
74941,0
60672,0
26965,1
52667,0
56785,0
48668,0
74675,0
37060,0
44217,0
45809,0
65052,0
23592,1
21054,1
29346,1
40928,0
5811,0
56818,0
30035,1
5887,0
933,0
33640,1
33011,1
58646,0
44023,0
12059,1
55819,0
70379,0
17937,1
36190,1
58381,0
53607,0
20495,1
42998,0
41068,1
27465,1
43767,0
43249,0
9806,1
22312,1
42345,1
24971,1
69009,0
54655,0
56745,0
20269,1
13363,1
23942,1
38966,0
48110,0
59722,0
44428,1
65697,0
32108,1
7660,1
42520,0
77731,0
30727,1
31430,1
41920,1
9809,1
13652,1
56263,0
74843,0
65571,0
52006,0
2341,1
7466,1
66125,0
18814,1
46607,0
60898,0
36221,1
42716,1
78137,0
67944,0
22313,1
8473,1
76768,0
4968,0
70783,0
43454,0
72430,0
33345,1
7162,1
57117,0
58509,0
26985,1
77270,0
78120,0
75903,0
60606,0
13060,1
74278,0
45761,0
67242,0
56083,0
65809,0
66500,0
8401,1
43952,0
52666,0
63877,0
50050,0
31928,1
38332,0
3496,0
33003,1
67828,0
63996,0
59630,0
63994,0
33344,1
75384,0
2418,0
39535,0
33075,1
59213,0
18002,1
29519,1
2122,0
11763,1
5299,0
55765,0
53036,0
27967,1
5785,0
11063,1
28472,1
62987,0
27219,1
66204,0
37202,1
41126,0
79294,0
58562,0
31919,1
71414,0
37104,0
46491,0
39365,1
57746,0
51851,0
23955,1
9765,0
48051,0
27346,1
49175,0
37094,0
24682,1
8756,1
56692,0
23424,1
36975,1
74488,0
76991,0
67417,0
59889,0
51251,0
43424,0
59837,0
31853,1
74315,0
14838,1
70673,0
46188,0
66650,0
71098,0
40557,0
24043,1
18112,1
51074,0
77757,0
10634,1
33266,1
59544,0
38576,1
73908,0
72856,0
18008,1
21751,1
26852,1
72822,0
6675,1
28616,1
60251,0
7566,1
67039,0
16479,1
5290,1
21611,1
20483,1
15029,1
22473,1
6013,0
79084,0
9722,1
19113,0
23729,1
26007,1
13471,1
5706,1
51662,0
27707,1
59082,0
58909,0
31086,1
18233,1
27830,1
42385,0
11632,1
53662,0
37035,0
69017,0
51408,0
50030,0
81,0
44537,0
77020,0
59396,0
72685,0
13219,1
41101,1
14570,1
1552,0
37772,0
5133,0
6917,0
32957,1
15203,1
5479,1
68215,0
48471,0
75719,0
16069,1
69553,0
10253,1
48013,0
19154,1
73453,0
44318,0
17058,1
21247,1
63755,0
45453,0
32116,1
51323,0
22853,1
57940,0
57068,0
13469,1
77763,0
6699,0
31297,1
58265,0
51182,0
43467,0
26267,1
72258,0
67183,0
64976,0
54960,0
69913,0
13127,1
40618,0
75265,0
45881,0
61131,0
40923,1
70459,0
27255,1
28182,1
62585,0
2665,0
3483,0
48566,0
53276,0
30860,1
69736,0
56107,0
64192,0
41171,1
40137,0
56420,0
38848,0
32180,1
16594,1
66815,0
68459,0
11919,1
60473,0
16803,1
61033,0
63367,0
25908,1
32215,1
43538,0
4962,1
25183,1
72705,0
52457,0
13843,1
56721,0
13887,1
9638,0
46384,0
45211,0
51183,0
33215,1
26491,1
18806,1
3353,0
64545,0
10717,1
51435,0
79010,0
2275,0
76408,0
12287,1
16248,1
16597,1
26633,1
68375,0
50666,0
44046,0
51558,0
47464,0
4910,0
34696,1
76699,0
45190,0
22846,1
49962,0
64140,0
79244,0
78973,0
48784,0
42664,0
77648,0
24645,1
73216,0
5584,0
52113,0
73596,0
77943,0
74407,0
10997,1
17222,1
74020,0
42131,0
10488,1
9732,1
77169,0
43230,0
75753,0
22058,1
12435,1
30278,1
12052,1
48015,0
78020,0
11485,1
64416,0
19361,1
10319,1
704,0
19071,1
48850,0
63704,0
67773,0
48692,0
37304,1
6843,1
50545,0
12885,1
18671,1
75134,0
61105,0
70988,0
32893,1
48846,0
13742,1
32890,1
60139,0
4111,0
56883,0
12918,1
73050,0
70942,0
36189,1
41449,0
57925,0
36620,0
6551,0
52444,0
61419,0
22736,1
44640,0
47332,0
41043,1
62579,0
55178,0
44342,0
28411,1
62561,0
70865,0
7276,1
15709,1
76415,0
66617,0
46262,0
64806,0
46776,0
59606,0
43039,0
6117,0
62308,0
76162,0
43926,0
47148,0
69960,0
56481,0
57284,0
12063,1
25426,1
52713,0
15200,1
22649,1
60211,0
310,0
19967,1
38769,0
2942,0
36595,1
39751,1
66940,0
71193,0
70945,0
28672,1
2496,0
14092,1
44808,0
77787,0
63319,0
20295,1
6320,1
6011,1
49763,0
38718,0
67951,0
23390,1
75227,0
67418,0
60016,0
31390,1
71956,0
71309,0
43186,0
5223,0
46346,0
38544,0
31601,1
64103,0
66623,0
10281,1
58652,0
76681,0
52160,0
62401,0
79180,0
72193,0
27609,1
47100,1
70131,0
51919,0
43344,0
46784,0
14752,1
29721,1
61869,0
58181,0
65691,0
27688,1
28582,1
49332,0
8881,1
2711,1
11201,1
25237,1
69839,0
17301,1
5036,0
54687,0
69837,0
55758,0
71731,0
72950,0
32648,1
29727,1
1058,1
59530,0
77714,0
66411,0
60170,0
4642,0
21460,1
75062,0
1374,0
23068,1
31604,1
48721,0
65044,0
11343,1
8681,1
40028,1
27564,1
20869,1
15308,1
15006,1
28267,1
8127,1
69925,0
61304,0
45050,0
25047,1
14086,1
69081,0
39016,1
40285,1
811,0
53726,0
25639,1
67957,0
23294,1
29829,1
55835,0
68466,0
21221,1
25781,1
27547,1
54607,0
47717,0
63646,0
1906,0
76203,0
68396,0
9254,1
71467,0
32543,1
17816,1
59481,0
77834,0
65229,0
67120,0
64270,0
16498,1
23856,1
8475,1
29758,1
39984,0
20596,1
32208,1
12896,1
61797,0
20088,1
39250,0
8754,1
36048,1
63250,0
64440,0
32447,1
8543,1
18174,1
76226,0
57976,0
60445,0
7797,0
1367,0
8858,1
37449,0
6036,1
53189,0
74356,0
32394,1
65733,0
33613,1
42794,1
50138,0
71544,0
65374,0
45314,0
42948,0
24013,1
16306,1
72462,0
65552,0
74120,0
